name,count,Stop_Number
,,20438
,,20439
,,20440
Bench,1,20441
,,20444
,,20446
Bench,1,20448
,,20450
,,20452
,,20454
BUSwatch Electronic Sign,1,20456
Bench,1,20456
Unheated Shelter,1,20456
Bench,1,20457
Bench,1,20458
,,20462
Bench,1,20463
,,20464
Bench,1,20465
Bench,1,20466
,,20467
Bench,1,20468
Unheated Shelter,1,20469
Unheated Shelter,1,20470
,,20471
,,20473
,,20474
,,20475
Bench,1,20476
,,20477
,,20478
,,20479
Bench,1,20480
,,20481
,,20482
,,20485
,,20487
,,20489
,,20491
,,20492
,,20493
,,20494
,,20496
Bench,1,20497
Unheated Shelter,1,20497
,,20498
,,20499
,,20500
,,20501
,,20502
,,20503
,,20504
,,20505
,,20506
,,20507
,,20508
,,20509
,,20510
,,20511
,,20512
,,20513
,,20514
,,20515
,,20516
,,20517
,,20518
,,20519
,,20520
,,20521
,,20523
,,20524
,,20525
,,20526
Bench,1,20528
,,20529
,,20530
,,20531
,,20532
,,20533
,,20535
,,20536
,,20537
,,20538
,,20539
,,20540
,,20541
,,20600
,,20603
,,20604
,,20605
,,20606
Unheated Shelter,1,20607
,,20608
,,20609
,,20610
,,20611
Bench,1,60001
Unheated Shelter,1,60001
,,60002
,,60003
,,60004
,,60005
,,60006
,,60007
,,60008
Bench,1,60009
BUSwatch Electronic Sign,1,60010
,,60013
,,60014
,,60015
,,60016
Unheated Shelter,1,60017
,,60018
Unheated Shelter,1,60019
,,60020
,,60021
Bench,1,60022
,,60023
Bench,1,60026
Bench,1,60027
Unheated Shelter,1,60027
Bench,1,60028
Bench,1,60029
Unheated Shelter,1,60029
Bench,1,60030
Bench,1,60031
Unheated Shelter,1,60031
Bench,1,60032
Unheated Shelter,1,60032
Bench,1,60033
Bench,1,60034
Unheated Shelter,1,60034
,,60035
,,60036
,,60037
,,60038
,,60039
,,60040
,,60041
,,60042
,,60043
,,60044
,,60045
Bench,1,60046
,,60047
,,60048
,,60049
Bench,1,60050
,,60051
Bench,1,60052
Bench,1,60053
,,60054
,,60055
,,60056
,,60057
Bench,1,60058
,,60059
Bench,1,60060
,,60061
,,60062
,,60063
BUSwatch Electronic Sign,1,60064
Bench,1,60064
Heated Shelter,1,60064
Bench,1,60068
Heated Shelter,1,60068
Bench,1,60070
,,60071
Bench,1,60072
,,60073
Bench,1,60074
Unheated Shelter,1,60074
,,60075
,,60076
,,60077
,,60078
,,60079
,,60080
Bench,1,60081
Bench,1,60082
Bench,1,60083
,,60084
,,60085
,,60086
Bench,1,60087
,,60088
,,60089
Bench,1,60090
Bench,1,60091
Bench,1,60094
Bench,1,60096
Bench,1,60097
,,60100
,,60101
BUSwatch Electronic Sign,1,60103
Bench,1,60103
Heated Shelter,1,60103
BUSwatch Electronic Sign,1,60105
Bench,2,60105
Heated Shelter,1,60105
BUSwatch Electronic Sign,1,60106
Bench,1,60106
Bike Rack/Locker,1,60106
Heated Shelter,2,60106
Bench,1,60107
BUSwatch Electronic Sign,1,60108
Bench,1,60108
Heated Shelter,1,60108
Bench,1,60109
Bench,1,60110
,,60111
,,60112
Bench,1,60113
Unheated Shelter,1,60113
Bench,1,60114
Unheated Shelter,1,60114
Bench,1,60115
Bench,1,60116
Bench,1,60117
Heated Shelter,1,60117
Bench,1,60118
Unheated Shelter,1,60118
Bench,1,60119
Unheated Shelter,1,60119
Bench,1,60120
Heated Shelter,1,60120
Bench,1,60121
Unheated Shelter,1,60121
Bench,1,60123
Unheated Shelter,1,60123
Bench,1,60124
Bench,1,60125
Bench,1,60126
Unheated Shelter,1,60126
Bench,1,60127
Unheated Shelter,1,60127
Bench,1,60128
Park and Ride,1,60128
Unheated Shelter,1,60128
Bench,1,60129
Park and Ride,1,60129
Unheated Shelter,1,60129
Bench,1,60130
Park and Ride,1,60130
Unheated Shelter,1,60130
Bench,1,60131
Bench,1,60132
Park and Ride,1,60132
Unheated Shelter,1,60132
Bench,1,60133
Unheated Shelter,1,60133
,,60134
,,60135
,,60136
Bench,1,60137
BUSwatch Electronic Sign,1,60138
Bench,2,60138
Heated Shelter,1,60138
Bench,1,60139
BUSwatch Electronic Sign,1,60140
Bench,1,60140
Heated Shelter,1,60140
Bench,1,60141
Bench,1,60142
,,60143
BUSwatch Electronic Sign,1,60144
Bench,1,60144
Unheated Shelter,1,60144
,,60145
BUSwatch Electronic Sign,1,60146
Bench,2,60146
Heated Shelter,1,60146
Unheated Shelter,1,60147
Bench,1,60148
Unheated Shelter,1,60148
Bench,1,60149
Unheated Shelter,1,60149
Bench,1,60150
Bench,1,60151
Unheated Shelter,1,60152
Bench,1,60153
Unheated Shelter,1,60153
Bench,1,60154
Unheated Shelter,1,60154
Bench,1,60155
Unheated Shelter,1,60155
BUSwatch Electronic Sign,1,60156
Bench,1,60156
Unheated Shelter,1,60156
,,60157
,,60158
,,60159
,,60160
Bench,1,60161
Bench,1,60162
Heated Shelter,1,60162
Bench,1,60163
Bench,1,60164
Bench,1,60171
Bench,1,60172
Bench,1,60173
Bench,1,60174
Bench,1,60175
,,60176
,,60177
,,60178
,,60179
Bench,1,60180
,,60181
Bench,1,60182
,,60183
Bench,1,60184
Bench,1,60185
Bench,1,60186
,,60187
Bench,1,60188
Bench,1,60189
Bench,1,60190
,,60191
Bench,1,60192
Bench,1,60194
Bench,1,60195
Bench,1,60196
Bench,1,60197
Bench,1,60198
Bench,1,60199
Unheated Shelter,1,60199
,,60200
,,60201
,,60202
,,60203
Bench,1,60204
Bench,1,60205
Unheated Shelter,1,60206
Bench,1,60207
Unheated Shelter,1,60207
Bench,1,60208
,,60209
Bench,1,60210
Bench,1,60211
Unheated Shelter,1,60211
Bench,1,60212
Unheated Shelter,1,60212
Bench,1,60213
,,60214
Bench,1,60215
Bench,1,60216
Unheated Shelter,1,60216
Bench,1,60217
Unheated Shelter,1,60217
,,60218
,,60219
,,60221
Bench,1,60222
,,60223
,,60224
,,60225
,,60226
Bench,1,60227
Bench,1,60228
,,60229
Bench,1,60230
,,60231
,,60232
,,60233
,,60234
,,60235
Unheated Shelter,1,60237
Bench,1,60238
BUSwatch Electronic Sign,1,60239
Bench,1,60239
Unheated Shelter,1,60239
Unheated Shelter,1,60240
Bench,1,60242
,,60243
Bench,1,60244
Unheated Shelter,1,60244
BUSwatch Electronic Sign,1,60245
Bench,1,60245
Heated Shelter,1,60245
Bench,2,60246
Unheated Shelter,1,60246
Bench,1,60247
Unheated Shelter,1,60247
,,60248
Bench,1,60249
Unheated Shelter,1,60249
Bench,1,60250
Unheated Shelter,1,60250
BUSwatch Electronic Sign,1,60251
Bench,1,60251
Heated Shelter,1,60251
,,60252
BUSwatch Electronic Sign,1,60253
Unheated Shelter,1,60253
,,60254
,,60255
,,60256
,,60257
Bench,1,60259
Bench,1,60260
Unheated Shelter,1,60260
,,60261
,,60262
Bench,1,60263
,,60264
,,60265
,,60266
,,60267
,,60268
,,60269
,,60270
,,60271
,,60272
,,60273
,,60274
,,60275
,,60276
,,60277
,,60278
,,60279
,,60280
,,60281
,,60282
,,60283
Bench,1,60284
Bench,1,60285
,,60286
Unheated Shelter,1,60287
Bench,1,60289
Park and Ride,1,60289
Unheated Shelter,1,60289
BUSwatch Electronic Sign,1,60290
Bench,1,60290
Heated Shelter,1,60290
Park and Ride,1,60290
Bench,1,60291
Heated Shelter,1,60291
Bench,1,60292
Heated Shelter,1,60292
Bench,1,60293
Bench,1,60294
Unheated Shelter,1,60294
Bench,1,60295
Bench,1,60296
Unheated Shelter,1,60296
Bench,1,60297
Bench,1,60298
Bench,1,60299
Bench,1,60300
Unheated Shelter,1,60300
,,60301
Bench,1,60302
Park and Ride,1,60302
Bench,1,60303
Unheated Shelter,1,60303
,,60304
,,60305
Bench,1,60306
Unheated Shelter,1,60306
,,60307
Bench,1,60308
Bench,1,60309
Bench,1,60310
Bench,1,60311
,,60312
,,60313
,,60314
,,60315
Bench,1,60316
,,60317
,,60318
Bench,1,60319
,,60320
,,60321
,,60323
,,60324
,,60325
,,60326
Bench,1,60327
,,60328
Bench,1,60329
,,60330
,,60331
,,60332
,,60333
,,60334
,,60335
Bench,1,60336
Bench,1,60337
Bench,1,60338
,,60339
,,60340
Bench,1,60341
,,60342
,,60343
,,60344
,,60345
,,60346
,,60347
Bench,1,60348
,,60349
Bench,2,60350
Unheated Shelter,1,60351
Bench,1,60352
Bench,1,60353
Bench,1,60354
Bench,1,60355
,,60356
,,60357
,,60358
,,60359
,,60360
,,60361
,,60362
,,60363
,,60364
,,60365
,,60366
,,60367
Unheated Shelter,1,60368
Bench,1,60369
Bench,1,60370
Bench,1,60371
Bench,1,60372
Bench,1,60373
Bench,1,60374
Bench,1,60375
Bench,1,60376
Unheated Shelter,1,60376
Bench,1,60377
Bench,1,60378
Bench,1,60379
Bench,1,60380
Bench,1,60381
Bench,1,60382
Bench,1,60383
Bench,1,60384
Unheated Shelter,1,60384
Bench,1,60385
Bench,1,60386
Bench,1,60387
Bench,1,60388
Bench,1,60389
Bench,1,60390
Bench,1,60391
Bench,1,60392
Bench,1,60393
Bench,1,60396
Bench,1,60397
,,60399
,,60400
Bench,1,60401
Bench,1,60402
Unheated Shelter,1,60402
Bench,1,60403
Bench,1,60404
Unheated Shelter,1,60404
Bench,1,60405
Bench,1,60406
Bench,1,60407
BUSwatch Electronic Sign,1,60408
Bench,1,60408
Heated Shelter,1,60408
Bench,1,60410
Bench,1,60411
,,60412
,,60413
Bench,1,60414
Bench,1,60415
Bench,1,60416
Bench,1,60417
Bench,1,60418
Bench,1,60419
Bench,1,60420
Bench,1,60421
Bench,1,60422
Bench,1,60423
Bench,1,60424
Bench,1,60425
BUSwatch Electronic Sign,1,60426
Bench,1,60426
Heated Shelter,1,60426
,,60427
Bench,1,60428
Bench,1,60429
Bench,1,60430
Bench,1,60431
Bench,1,60432
Unheated Shelter,1,60433
Bench,1,60434
Unheated Shelter,1,60434
Bench,1,60435
Bench,1,60436
Bench,1,60437
,,60438
Bench,1,60439
Bench,1,60440
Unheated Shelter,1,60440
Bench,1,60441
Bench,1,60442
Unheated Shelter,1,60442
Bench,1,60443
Bench,1,60444
Unheated Shelter,1,60444
Bench,1,60445
Unheated Shelter,1,60445
,,60446
,,60447
Bench,1,60448
Bench,1,60449
Unheated Shelter,1,60449
Bench,1,60450
Unheated Shelter,1,60450
Bench,1,60451
Bench,1,60452
Bench,1,60453
Unheated Shelter,1,60453
Bench,1,60454
Bench,1,60455
,,60456
Bench,1,60457
Bench,1,60458
,,60459
Bench,1,60460
Bench,1,60461
Unheated Shelter,1,60461
Bench,1,60462
Unheated Shelter,1,60462
Bench,1,60463
Bench,1,60464
Bench,1,60465
Bench,1,60466
Bench,1,60467
Bench,1,60468
Bench,1,60469
Bench,1,60470
Bench,1,60471
Bench,1,60472
Unheated Shelter,1,60472
,,60473
,,60474
,,60475
Bench,1,60477
Bench,1,60479
Unheated Shelter,1,60479
Bench,1,60481
Bench,1,60483
,,60484
Bench,1,60486
Unheated Shelter,1,60486
,,60488
Bench,1,60490
,,60492
Bench,1,60494
Unheated Shelter,1,60494
Bench,1,60496
,,60498
,,60500
,,60503
,,60504
,,60505
,,60508
Bench,1,60509
Unheated Shelter,1,60509
Bench,1,60510
Unheated Shelter,1,60510
Bench,1,60511
Bench,1,60512
Bench,1,60513
Bench,1,60514
Unheated Shelter,1,60514
Bench,1,60515
Bench,1,60516
Bench,1,60517
Bench,1,60518
,,60519
Bench,1,60520
Bench,1,60521
Unheated Shelter,1,60521
Bench,1,60522
Unheated Shelter,1,60522
Bench,1,60523
Heated Shelter,1,60524
Bench,1,60525
Bench,1,60526
Unheated Shelter,1,60526
Bench,1,60527
Unheated Shelter,1,60527
Bench,1,60528
Unheated Shelter,1,60528
,,60529
Bench,1,60530
Unheated Shelter,1,60530
Bench,1,60531
Unheated Shelter,1,60531
BUSwatch Electronic Sign,1,60532
Bench,1,60532
Heated Shelter,1,60532
Park and Ride,1,60532
Bench,1,60533
Bench,1,60534
Bench,1,60535
Bench,1,60536
Unheated Shelter,1,60536
Bench,1,60537
,,60538
Bench,1,60539
Unheated Shelter,1,60539
Bench,1,60541
,,60542
,,60544
Bench,1,60545
Unheated Shelter,1,60545
,,60546
,,60547
,,60548
Bench,1,60549
Bench,1,60552
Bench,1,60553
,,60554
Bench,1,60555
Bench,1,60556
Unheated Shelter,1,60556
Bench,1,60557
Unheated Shelter,1,60557
Bench,1,60558
Bench,1,60559
Bench,1,60560
,,60561
,,60562
,,60563
Bench,1,60564
Unheated Shelter,1,60564
,,60565
Bench,1,60566
,,60567
,,60568
Bench,1,60569
,,60570
Bench,1,60571
Bench,1,60572
Bench,1,60573
Unheated Shelter,1,60573
Bench,1,60574
Unheated Shelter,1,60574
Bench,1,60577
Unheated Shelter,1,60577
Bench,1,60578
,,60588
,,60590
,,60591
,,60592
,,60593
,,60594
,,60595
Unheated Shelter,1,60596
,,60597
,,60598
,,60599
,,60600
,,60601
,,60602
,,60603
Bench,1,60606
,,60607
,,60608
,,60609
,,60610
,,60611
,,60612
,,60613
,,60614
,,60615
,,60616
,,60617
,,60618
,,60619
,,60620
,,60624
,,60625
,,60626
,,60627
,,60628
,,60629
,,60630
,,60631
,,60632
,,60633
,,60635
,,60644
,,60645
,,60646
,,60647
,,60648
,,60649
,,60650
,,60651
,,60652
,,60653
,,60654
Bench,1,60655
Unheated Shelter,1,60655
,,60657
,,60658
,,60659
,,60660
,,60661
,,60662
Bench,1,60663
Heated Shelter,1,60663
Bench,1,60664
,,60665
,,60666
,,60667
,,60668
Bench,1,60670
,,60671
Bench,1,60672
Bench,1,60673
Heated Shelter,2,60673
BUSwatch Electronic Sign,1,60674
Bench,1,60674
Heated Shelter,1,60674
Bench,1,60678
Bench,1,60679
,,60680
Bench,1,60681
,,60682
Bench,1,60683
Bench,1,60684
Bench,1,60685
,,60687
Bench,1,60689
Bench,1,60691
Unheated Shelter,1,60691
Bench,1,60692
Unheated Shelter,1,60692
,,60693
Bench,1,60694
,,60695
Bench,1,60696
,,60697
,,60698
Bench,1,60706
,,60707
Bench,1,60709
Bench,1,60710
Bench,1,60711
,,60712
Bench,1,60713
Bench,1,60714
Bench,1,60715
Bench,1,60717
Bench,1,60718
Bench,1,60719
Unheated Shelter,1,60719
Bench,1,60720
Unheated Shelter,1,60720
Bench,1,60721
Bench,1,60727
Bench,1,60728
Unheated Shelter,1,60728
Bench,1,60729
Unheated Shelter,1,60729
Bench,1,60730
Unheated Shelter,1,60730
,,60731
Bench,1,60732
Bench,1,60733
Bench,1,60734
Unheated Shelter,1,60734
,,60735
Bench,1,60738
Bench,1,60739
Bench,1,60741
,,60742
Bench,1,60743
Bench,1,60744
Bench,1,60745
Heated Shelter,1,60745
Bench,1,60746
,,60747
,,60748
,,60749
,,60750
,,60751
,,60752
Unheated Shelter,1,60753
,,60755
,,60756
,,60757
Bench,1,60758
Unheated Shelter,1,60758
,,60759
,,60760
,,60761
Bench,1,60762
Unheated Shelter,1,60762
,,60763
,,60764
,,60772
,,60773
,,60774
,,60775
,,60776
,,60777
,,60778
Bench,1,60779
Bench,1,60780
Unheated Shelter,1,60780
Bench,1,60781
,,60782
,,60783
,,60784
,,60785
,,60786
,,60787
,,60788
,,60789
BUSwatch Electronic Sign,1,60790
Bench,1,60790
Heated Shelter,1,60790
Park and Ride,1,60790
,,60794
,,60795
,,60796
,,60797
,,60798
,,60799
,,60800
,,60801
,,60803
Bench,1,60804
Bench,1,60805
,,60807
,,60808
Bench,1,60809
Unheated Shelter,1,60809
Bench,1,60810
Unheated Shelter,1,60810
,,60811
,,60812
,,60813
Bench,1,60816
,,60817
,,60818
,,60819
,,60820
,,60821
,,60822
,,60823
Bench,1,60825
Heated Shelter,1,60825
Bench,1,60826
Bench,1,60827
Bench,1,60828
,,60829
Bench,1,60830
,,60831
Bench,1,60832
Bench,1,60835
Bench,1,60836
Bench,1,60838
Bench,1,60839
,,60840
,,60841
,,60842
,,60843
,,60844
,,60845
,,60846
Bench,1,60847
Bench,1,60848
Bench,1,60849
,,60850
,,60851
,,60854
,,60855
,,60856
Bench,1,60858
Bench,1,60859
,,60860
,,60861
Bench,1,60864
Bench,1,60865
Bench,1,60866
Bench,1,60867
Bench,1,60868
,,60869
,,60870
,,60871
Bench,1,60872
,,60874
Bench,1,60875
Bench,1,60876
Unheated Shelter,1,60876
,,60877
Bench,1,60878
,,60879
Bench,1,60880
Bench,1,60881
Bench,1,60882
Bench,1,60883
,,60885
Bench,1,60886
Bench,1,60887
Bench,1,60888
,,60889
,,60890
Bench,1,60891
Bench,1,60892
,,60893
Bench,1,60895
,,60896
Bench,1,60897
,,60898
Bench,1,60899
Unheated Shelter,1,60899
,,60900
,,60901
,,60902
Bench,1,60903
Bench,1,60905
Bench,1,60906
Bench,1,60908
Bench,1,60909
Bench,1,60910
Unheated Shelter,1,60911
Bench,1,60912
Bench,1,60913
,,60914
,,60915
,,60916
,,60917
,,60918
,,60919
,,60926
Bench,1,60928
Bench,1,60929
Bench,1,60930
Unheated Shelter,1,60931
,,60932
,,60933
Bench,1,60934
Bench,1,60935
Bench,1,60937
Bench,1,60938
Bench,1,60940
Bench,1,60941
,,60944
,,60945
Bench,1,60946
Bench,1,60947
,,60948
Bench,1,60950
Bench,1,60951
Bench,1,60952
Bench,1,60953
,,60954
Bench,1,60955
Bench,1,60956
Heated Shelter,1,60957
,,60958
,,60959
,,60960
,,60961
Bench,1,60962
Bench,1,60963
,,60969
,,60970
,,60971
,,60972
,,60973
,,60974
,,60975
,,60976
,,60978
Bench,1,60979
,,60980
,,60981
,,60982
Bench,1,60983
,,60984
,,60985
,,60986
,,60987
Bench,1,60988
,,60989
Bench,1,60990
,,60992
,,60993
,,60994
Heated Shelter,1,60995
,,61001
,,61002
Bench,1,61005
Bench,1,61006
Bench,1,61007
Bench,1,61008
Bench,1,61009
Bench,1,61010
Bench,1,61011
,,61012
,,61013
,,61014
,,61015
Bench,1,61016
Bench,1,61017
Unheated Shelter,1,61017
,,61018
,,61019
Bench,1,61020
Bench,1,61021
,,61022
,,61023
,,61024
Bench,1,61025
,,61026
,,61027
,,61028
,,61029
,,61030
Bench,1,61031
,,61032
,,61033
Unheated Shelter,1,61034
,,61039
Bench,1,61040
Bench,1,61041
,,61042
Bench,1,61043
,,61044
,,61045
,,61046
,,61047
,,61048
Bench,1,61049
Heated Shelter,1,61049
,,61059
Bench,1,61060
Bench,1,61061
,,61062
,,61063
,,61064
,,61065
,,61066
,,61067
,,61068
,,61069
,,61070
,,61071
,,61072
,,61073
,,61074
,,61075
,,61076
,,61077
,,61078
,,61079
,,61080
,,61081
Bench,1,61084
,,61085
Bench,1,61086
Bench,1,61087
Bench,1,61088
Bench,1,61089
,,61090
,,61091
,,61092
,,61093
,,61094
,,61095
,,61096
,,61097
,,61100
,,61101
Bench,1,61102
Bench,1,61103
Bench,1,61104
Unheated Shelter,1,61104
Bench,1,61105
Bench,1,61106
Bench,1,61107
Bench,1,61108
Bench,1,61109
Bench,1,61110
Bench,1,61111
Bench,1,61112
,,61113
,,61114
,,61115
,,61116
,,61117
,,61118
Unheated Shelter,1,61119
,,61120
Bench,1,61121
Bench,1,61122
Bench,1,61123
Bench,1,61124
Unheated Shelter,1,61124
Bench,1,61125
Bench,1,61126
Bench,1,61127
Bench,1,61128
Bench,1,61129
Bench,1,61130
Bench,1,61131
,,61132
,,61133
Bench,1,61134
Bench,1,61135
Unheated Shelter,1,61135
,,61137
,,61138
,,61139
,,61140
,,61141
,,61142
,,61143
,,61144
,,61145
,,61146
,,61147
,,61148
Bench,1,61149
,,61150
Bench,1,61151
Bench,1,61152
Bench,1,61153
,,61154
,,61155
Bench,1,61156
Bench,1,61157
,,61158
,,61159
,,61160
Bench,1,61161
Bench,1,61162
,,61163
Bench,1,61164
Bench,1,61165
Bench,1,61166
Bench,1,61167
,,61168
,,61169
,,61170
Bench,1,61171
,,61172
Bench,1,61173
Bench,1,61176
Bench,1,61177
Bench,1,61178
Bench,1,61179
Bench,1,61180
,,61181
,,61182
,,61183
,,61184
Bench,1,61189
,,61190
,,61192
,,61193
,,61194
,,61195
,,61196
,,61197
,,61198
,,61201
BUSwatch Electronic Sign,1,61202
Bench,2,61202
Bike Rack/Locker,1,61202
Heated Shelter,1,61202
BUSwatch Electronic Sign,1,61203
Bench,2,61203
Bike Rack/Locker,1,61203
Heated Shelter,1,61203
BUSwatch Electronic Sign,1,61205
Bench,2,61205
Bike Rack/Locker,2,61205
Heated Shelter,1,61205
Park and Ride,1,61205
BUSwatch Electronic Sign,1,61206
Bench,2,61206
Bike Rack/Locker,2,61206
Heated Shelter,1,61206
Park and Ride,1,61206
BUSwatch Electronic Sign,1,61207
Bench,2,61207
Bike Rack/Locker,2,61207
Heated Shelter,1,61207
Park and Ride,1,61207
BUSwatch Electronic Sign,1,61208
Bench,2,61208
Bike Rack/Locker,2,61208
Heated Shelter,1,61208
BUSwatch Electronic Sign,1,61209
Bench,2,61209
Bike Rack/Locker,2,61209
Heated Shelter,1,61209
BUSwatch Electronic Sign,1,61215
Heated Shelter,1,61215
BUSwatch Electronic Sign,1,61216
Bench,2,61216
Bike Rack/Locker,2,61216
Heated Shelter,1,61216
,,61219
Bench,1,61220
Bench,1,61221
,,61222
,,61223
,,61224
,,61225
Bench,1,61226
Bench,1,61227
,,61228
Bench,1,61229
,,61230
,,61231
,,61232
,,61233
,,61234
,,61235
,,61236
,,61237
,,61238
,,61239
,,61240
,,61241
,,61242
,,61243
,,61244
,,61245
,,61246
,,61247
,,61248
,,61249
,,61250
,,61251
,,61252
,,61253
,,61254
,,61256
,,61257
,,61258
,,61259
,,61260
,,61261
,,61262
,,61264
,,61265
,,61266
,,61267
,,61268
,,61269
,,61270
,,61271
,,61272
,,61273
,,61274
,,61275
,,61276
,,61277
,,61278
,,61279
,,61280
,,61282
,,61283
,,61284
,,61285
,,61286
,,61287
,,61288
,,61289
,,61290
,,61291
,,61292
,,61293
,,61294
,,61295
,,61296
,,61297
,,61298
,,61299
,,62000
,,62001
,,62002
Bench,1,62003
,,62010
,,62011
,,62012
,,62013
BUSwatch Electronic Sign,1,62014
Bike Rack/Locker,1,62014
BUSwatch Electronic Sign,1,62015
Bike Rack/Locker,1,62015
,,62016
,,62017
,,62018
,,62018
,,62018
,,62021
,,62022
,,62023
,,62024
,,62025
,,62026
,,62027
,,62028
,,62029
,,62030
,,62031
,,62032
,,62033
,,62034
,,62035
,,62036
,,62037
,,62038
,,62039
,,62040
,,62041
,,30001
,,30002
,,30003
Bench,1,30004
Unheated Shelter,1,30005
,,30006
,,30007
Bench,1,30009
Unheated Shelter,1,30009
Bench,1,30010
Bench,1,30011
Bench,1,30012
Bench,1,30013
Unheated Shelter,1,30013
Bench,1,30014
Bench,1,30015
Bench,1,30016
Bench,1,30017
Bench,1,30018
Bench,1,30019
Unheated Shelter,1,30019
Unheated Shelter,1,30020
Bench,1,30022
Bench,2,30023
Bench,1,30024
,,30025
Bench,1,30026
Bench,1,30027
Bench,1,30028
Bench,1,30029
,,30030
Bench,1,30031
Bench,1,30032
Unheated Shelter,1,30032
,,30033
Unheated Shelter,1,30034
,,30035
Bench,1,30036
Unheated Shelter,1,30036
Bench,1,30037
Unheated Shelter,1,30037
,,30038
Bench,1,30039
,,30040
Bench,1,30041
Heated Shelter,1,30041
,,30042
BUSwatch Electronic Sign,1,30043
Bench,1,30043
Heated Shelter,1,30043
Bench,1,30044
Park and Ride,1,30044
Unheated Shelter,1,30044
Bench,1,30045
Bench,1,30046
Bench,1,30047
Bench,1,30048
Unheated Shelter,1,30048
,,30049
,,30050
Bench,1,30051
,,30053
Bench,1,30054
Unheated Shelter,1,30054
Bench,1,30055
Bench,1,30056
Bench,1,30057
Unheated Shelter,1,30057
,,30059
,,30060
,,30061
Bench,1,30062
Unheated Shelter,1,30062
,,30063
Unheated Shelter,1,30064
,,30065
,,30066
,,30067
,,30068
,,30069
,,30070
Bench,1,30071
Unheated Shelter,1,30071
,,30072
Bench,1,30073
Unheated Shelter,1,30073
Bench,1,30074
Bench,1,30075
Bench,1,30076
Unheated Shelter,1,30076
Bench,1,30077
Unheated Shelter,1,30077
Unheated Shelter,1,30078
,,30079
Bench,1,30080
Unheated Shelter,1,30080
Bench,1,30081
Unheated Shelter,1,30081
Bench,1,30082
Unheated Shelter,1,30082
Bench,1,30083
Unheated Shelter,1,30083
,,30084
Bench,1,30085
Unheated Shelter,1,30085
Bench,1,30086
Unheated Shelter,1,30086
Bench,1,30087
Unheated Shelter,1,30087
Bench,1,30088
Unheated Shelter,1,30088
Bench,1,30089
Unheated Shelter,1,30089
,,30090
Bench,1,30091
Unheated Shelter,1,30091
Bench,1,30092
Unheated Shelter,1,30092
,,30093
Bench,1,30094
Bench,1,30095
Unheated Shelter,1,30095
Unheated Shelter,1,30096
Bench,1,30097
Unheated Shelter,1,30097
Bench,1,30098
Unheated Shelter,1,30098
,,30099
,,30100
Bench,1,30101
Bench,1,30106
Bench,1,30107
,,30108
,,30109
,,30110
,,30111
,,30112
,,30113
,,30114
,,30115
,,30116
,,30117
,,30118
,,30119
Unheated Shelter,1,30120
Bench,1,30126
Unheated Shelter,1,30126
,,30128
,,30129
,,30130
,,30131
,,30132
,,30133
,,30134
,,30135
,,30136
,,30137
,,30138
,,30139
,,30140
Unheated Shelter,1,30141
,,30142
,,30143
,,30144
Bench,1,30145
,,30146
,,30147
Bench,1,30148
,,30149
Unheated Shelter,1,30150
,,30151
,,30152
,,30153
,,30154
,,30155
,,30156
,,30157
,,30158
,,30159
,,30160
,,30161
Unheated Shelter,1,30162
,,30163
,,30164
,,30165
,,30166
,,30167
,,30168
,,30169
,,30170
,,30171
Unheated Shelter,1,30172
,,30173
Unheated Shelter,1,30174
,,30175
,,30176
Bench,1,30177
Bench,1,30178
Heated Shelter,1,30179
,,30180
,,30181
Bench,1,30182
Unheated Shelter,1,30183
Bench,1,30184
,,30185
,,30186
,,30187
,,30188
,,30189
,,30190
,,30191
,,30192
,,30193
,,30194
,,30195
Unheated Shelter,1,30196
,,30197
,,30198
Bench,1,30199
Unheated Shelter,1,30199
,,30200
,,30201
,,30202
,,30203
,,30204
,,30205
Unheated Shelter,1,30206
Unheated Shelter,1,30207
Unheated Shelter,1,30209
,,30210
,,30211
,,30212
,,30213
,,30214
,,30215
,,30216
,,30217
,,30218
Bench,1,30219
Unheated Shelter,1,30220
,,30221
,,30222
,,30223
,,30224
,,30225
,,30226
,,30227
,,30228
,,30229
,,30230
,,30231
,,30232
,,30233
,,30234
,,30235
,,30236
,,30237
Bench,1,30238
Unheated Shelter,1,30238
,,30239
Bench,1,30240
,,30241
,,30242
,,30243
,,30244
,,30245
Bench,1,30246
,,30247
Heated Shelter,1,30248
,,30249
,,30250
,,30252
,,30254
,,30255
,,30256
Unheated Shelter,1,30257
,,30258
,,30259
,,30260
Bench,1,30261
Unheated Shelter,1,30261
,,30262
Unheated Shelter,1,30263
Unheated Shelter,1,30264
,,30265
,,30266
,,30267
,,30268
,,30269
,,30270
,,30271
,,30272
,,30276
,,30277
,,30278
,,30279
,,30280
,,30281
,,30285
,,30289
,,30290
,,30296
,,30299
Unheated Shelter,1,30300
,,30301
,,30302
,,30303
Unheated Shelter,1,30304
,,30305
,,30306
,,30307
,,30308
,,30309
,,30310
,,30311
Bench,1,30312
Unheated Shelter,1,30312
,,30313
,,30314
,,30315
,,30317
,,30319
,,30320
,,30321
,,30322
,,30323
,,30324
,,30325
,,30326
,,30327
,,30328
,,30329
,,30330
,,30331
,,30332
,,30335
Bench,1,30337
Unheated Shelter,1,30337
Bench,1,30338
Unheated Shelter,1,30338
Bench,1,30339
Unheated Shelter,1,30339
,,30340
,,30341
,,30342
,,30343
,,30344
,,30345
,,30346
,,30347
,,30348
